ca,datosECVmas16.prov,nomprov,gen,edad,nac,neduc,sitlab,ingnorm,horas,factorel
2,50,"Zaragoza",1,2,1,2,1,7235.5,33.47,874
2,50,"Zaragoza",2,2,1,2,1,9531.3,27.23,874
2,50,"Zaragoza",1,4,1,1,3,4801.9,0,874
2,50,"Zaragoza",1,3,1,3,3,32536.3,0,309.3
2,50,"Zaragoza",1,3,1,3,1,34361.2,33.87,942.7
2,50,"Zaragoza",2,3,1,2,1,17715.7,28.69,942.7
2,50,"Zaragoza",2,1,1,3,3,20574.9,0,942.7
2,50,"Zaragoza",1,1,1,2,3,23015.6,0,942.7
2,50,"Zaragoza",1,3,1,2,2,6961.8,0,244.1
2,50,"Zaragoza",2,4,1,2,3,5684.8,0,244.1
2,50,"Zaragoza",1,2,2,2,1,5975.9,31.13,664
2,50,"Zaragoza",2,2,2,3,1,44546,31.83,664
2,50,"Zaragoza",2,2,1,3,1,23288.1,35.19,419
2,50,"Zaragoza",1,2,1,3,1,14161,30.66,419
2,50,"Zaragoza",2,4,1,1,3,11334.5,0,419.5
2,50,"Zaragoza",1,4,1,1,3,7040.2,0,419.5
2,50,"Zaragoza",1,3,1,2,1,13608.1,35.1,299.9
2,50,"Zaragoza",2,3,1,2,1,27795.3,32.66,299.9
2,50,"Zaragoza",2,1,1,3,2,6770.9,0,299.9
2,50,"Zaragoza",1,2,1,2,1,10471.6,34.28,1489.2
2,50,"Zaragoza",1,4,1,1,3,12562.5,0,1489.2
2,50,"Zaragoza",1,2,1,2,1,20207,40.93,434.6
2,50,"Zaragoza",2,2,1,3,1,19466.6,36.49,434.6
2,50,"Zaragoza",1,3,1,3,3,29846.3,0,423.1
2,50,"Zaragoza",2,2,1,3,1,20956.3,34.91,86
2,50,"Zaragoza",1,2,1,2,1,10999.1,35.51,86
2,50,"Zaragoza",1,4,1,1,3,17107.3,0,2168.2
2,50,"Zaragoza",1,2,1,2,3,7298.1,0,2168.2
2,50,"Zaragoza",1,3,1,3,1,9749.1,33.91,1404.7
2,50,"Zaragoza",2,3,1,3,1,18669.3,32.39,1404.7
2,50,"Zaragoza",1,1,1,2,3,13218.7,0,1404.7
2,50,"Zaragoza",2,1,1,2,3,13718.7,0,1404.7
2,50,"Zaragoza",1,2,1,3,1,30181.4,29.76,671.8
2,50,"Zaragoza",2,2,1,3,1,16653.1,38.95,671.8
2,50,"Zaragoza",2,4,1,1,3,10244,0,568.1
2,50,"Zaragoza",1,3,1,3,3,48352,0,3221.9
2,50,"Zaragoza",2,3,1,3,3,8637.5,0,3221.9
2,50,"Zaragoza",1,2,1,2,1,12015.7,34.3,3221.9
2,50,"Zaragoza",1,2,1,2,3,11102,0,3221.9
2,50,"Zaragoza",2,3,1,3,1,21384.8,36.25,620.3
2,50,"Zaragoza",2,4,1,1,3,6973.3,0,620.3
2,50,"Zaragoza",1,3,1,2,1,16922.7,35.43,83.8
2,50,"Zaragoza",2,2,1,2,1,8478,36.2,83.8
2,50,"Zaragoza",2,1,1,2,3,14178.3,0,83.8
2,50,"Zaragoza",2,1,1,1,3,12130.7,0,83.8
2,50,"Zaragoza",1,4,1,1,3,23474.3,0,1408.2
2,50,"Zaragoza",2,4,1,1,3,11115.9,0,1408.2
2,50,"Zaragoza",1,2,1,3,1,23026.8,34.71,970.2
2,50,"Zaragoza",2,4,1,2,3,11535.8,0,970.2
2,50,"Zaragoza",2,2,1,2,2,11583.3,0,892.7
2,50,"Zaragoza",1,2,1,3,1,20044.5,32.93,892.7
2,50,"Zaragoza",2,1,1,2,3,11672.1,0,892.7
2,50,"Zaragoza",1,3,1,2,1,17039.4,33.88,1533.2
2,50,"Zaragoza",2,3,1,2,3,20423.8,0,1533.2
2,50,"Zaragoza",2,2,1,3,1,24962,38.6,1533.2
2,50,"Zaragoza",1,3,1,2,1,5981.4,31.48,764
2,50,"Zaragoza",2,3,1,2,3,6720.1,0,764
2,50,"Zaragoza",2,4,1,1,3,11029.1,0,1183.2
2,50,"Zaragoza",2,3,1,2,1,15228.2,27.59,58.4
2,50,"Zaragoza",1,3,2,3,1,24851.1,35.1,979.5
2,50,"Zaragoza",2,3,1,2,3,15775.3,0,979.5
2,50,"Zaragoza",1,2,1,3,3,19433.7,0,979.5
2,50,"Zaragoza",2,4,1,2,3,10196.2,0,40.3
2,50,"Zaragoza",1,4,1,1,3,6623.9,0,930.3
2,50,"Zaragoza",2,4,1,1,3,4901.1,0,930.3
2,50,"Zaragoza",1,2,1,2,1,12102.3,34.02,723
2,50,"Zaragoza",2,2,1,2,3,10225.4,0,723
2,50,"Zaragoza",1,1,2,2,1,13973.5,33.59,723
2,50,"Zaragoza",1,3,1,1,1,22790,35.89,502.4
2,50,"Zaragoza",2,3,1,2,3,7310,0,502.4
2,50,"Zaragoza",2,1,1,2,3,7232.7,0,502.4
2,50,"Zaragoza",1,3,1,1,3,5863.1,0,353.8
2,50,"Zaragoza",1,2,1,2,1,26055.9,27.51,763.8
2,50,"Zaragoza",2,2,1,2,3,15428.8,0,763.8
2,50,"Zaragoza",1,3,1,3,1,18690.6,29.19,400.3
2,50,"Zaragoza",2,3,1,2,2,5976.3,0,400.3
2,50,"Zaragoza",2,1,1,3,1,11910.8,27.31,400.3
2,50,"Zaragoza",2,1,1,2,3,9700.5,0,400.3
2,50,"Zaragoza",2,3,1,3,1,21544.5,41.02,306.5
2,50,"Zaragoza",2,4,1,1,3,14034.5,0,1206
2,50,"Zaragoza",2,2,1,1,1,9828.9,32.62,1973.9
2,50,"Zaragoza",2,2,1,1,1,5231.9,31.48,1973.9
2,50,"Zaragoza",1,3,1,2,1,17127.6,32.24,1320.1
2,50,"Zaragoza",2,3,1,1,1,5615.2,33.68,1320.1
2,50,"Zaragoza",1,1,1,2,3,8893.8,0,1320.1
2,50,"Zaragoza",1,2,1,2,1,15967.7,29.25,321.1
2,50,"Zaragoza",2,2,1,1,3,10782.1,0,321.1
2,50,"Zaragoza",1,2,1,2,1,7543.7,36.33,442.6
2,50,"Zaragoza",2,2,1,1,3,12142.1,0,442.6
2,50,"Zaragoza",2,3,1,3,3,30774.2,0,202.2
2,50,"Zaragoza",1,2,1,1,1,22397.3,38.65,99.8
2,50,"Zaragoza",2,2,1,1,3,16550.7,0,99.8
2,50,"Zaragoza",2,1,1,1,1,13451.3,32.91,99.8
2,50,"Zaragoza",1,1,1,1,2,4718.2,0,99.8
2,50,"Zaragoza",1,3,1,1,1,33268,36.98,1761.8
2,50,"Zaragoza",2,3,1,1,3,33166.1,0,1761.8
2,50,"Zaragoza",1,2,1,1,1,22845.8,30.04,1761.8
2,50,"Zaragoza",1,4,1,1,3,17393.1,0,1468.1
2,50,"Zaragoza",2,4,1,1,3,3751.8,0,1468.1
2,50,"Zaragoza",1,4,1,1,3,20905.1,0,1408.2
2,50,"Zaragoza",2,4,1,1,3,13001,0,1408.2
2,50,"Zaragoza",1,3,1,2,1,6865.1,30.05,341.5
2,50,"Zaragoza",2,3,1,1,3,14601.1,0,341.5
2,50,"Zaragoza",2,1,1,2,1,8888.6,36.79,341.5
2,50,"Zaragoza",2,1,1,2,3,21848.4,0,341.5
2,50,"Zaragoza",1,2,1,1,1,13874.9,34.04,117.4
2,50,"Zaragoza",2,2,1,1,3,15089.5,0,117.4
2,50,"Zaragoza",2,3,1,3,1,17702.5,33.42,123.2
2,50,"Zaragoza",1,3,1,1,1,3896,33.84,1761.3
2,50,"Zaragoza",2,2,1,1,3,27800.2,0,1761.3
2,50,"Zaragoza",1,1,1,2,3,15723.6,0,1761.3
2,50,"Zaragoza",1,1,1,2,3,7340.8,0,1761.3
2,50,"Zaragoza",1,3,1,2,1,25930.7,33.83,491.3
2,50,"Zaragoza",1,2,1,3,1,21996.8,29.4,2080.4
2,50,"Zaragoza",2,3,1,1,1,14552.3,37.71,782.4
2,50,"Zaragoza",1,3,1,1,1,22590.6,36.14,782.4
2,50,"Zaragoza",1,3,1,1,3,13523.2,0,788.2
2,50,"Zaragoza",2,3,1,1,3,10473.8,0,788.2
2,50,"Zaragoza",2,4,1,2,3,8397.9,0,148
2,50,"Zaragoza",2,2,1,2,1,26229,35.05,148
2,50,"Zaragoza",1,3,1,1,1,16059.9,36.69,1538.3
2,50,"Zaragoza",2,2,1,1,1,6467.2,32.86,1538.3
2,50,"Zaragoza",1,1,1,2,1,3297.9,33.74,1538.3
2,50,"Zaragoza",1,1,1,2,1,17359.2,33.24,1538.3
2,50,"Zaragoza",1,4,1,1,3,4918.8,0,1468.1
2,50,"Zaragoza",2,4,1,1,3,12684.3,0,1468.1
2,50,"Zaragoza",1,2,1,1,3,20030.8,0,74.9
2,50,"Zaragoza",2,2,1,2,3,11285.9,0,74.9
2,50,"Zaragoza",2,1,1,1,2,22679.9,0,74.9
2,50,"Zaragoza",2,4,1,1,3,10089.5,0,74.9
2,50,"Zaragoza",1,4,1,2,3,12233.9,0,921.1
2,50,"Zaragoza",2,4,1,1,3,10758.5,0,921.1
2,50,"Zaragoza",2,4,1,1,3,11630.2,0,215.7
2,50,"Zaragoza",1,2,1,2,1,22828.2,35.94,713.9
2,50,"Zaragoza",2,2,1,1,1,13441.3,31.01,713.9
2,50,"Zaragoza",2,2,1,1,1,7697.2,31.59,1413.7
2,50,"Zaragoza",1,2,1,1,1,7292.2,31.94,1413.7
2,50,"Zaragoza",1,1,1,2,1,13942.8,32.36,1413.7
2,50,"Zaragoza",2,2,1,3,1,34676.7,31.84,988.4
2,50,"Zaragoza",1,2,1,3,1,10869.3,35.14,988.4
2,50,"Zaragoza",2,4,1,1,3,11255,0,988.4
2,50,"Zaragoza",1,2,1,2,1,12320.6,32.79,817.5
2,50,"Zaragoza",2,2,1,2,3,18936.1,0,817.5
2,50,"Zaragoza",2,1,1,2,3,18835.6,0,817.5
2,50,"Zaragoza",1,3,1,2,1,27439.1,38.28,245.2
2,50,"Zaragoza",2,2,1,2,3,14637.2,0,245.2
2,50,"Zaragoza",2,2,1,2,1,8736.2,31.88,245.2
2,50,"Zaragoza",2,3,1,1,1,8417.1,29.3,111.5
2,50,"Zaragoza",2,3,1,1,3,16576,0,373.8
2,50,"Zaragoza",1,4,1,1,3,19556.9,0,373.8
2,50,"Zaragoza",2,2,1,3,1,34619.7,38.75,976.2
2,50,"Zaragoza",1,2,1,2,1,13528.2,35.39,486.3
2,50,"Zaragoza",2,2,1,2,3,9082.9,0,486.3
2,50,"Zaragoza",2,2,1,3,1,22046.1,31.69,486.3
2,50,"Zaragoza",1,2,1,3,1,19526.4,35.25,486.3
2,50,"Zaragoza",1,4,1,3,1,12606.8,33.93,952.3
2,50,"Zaragoza",2,4,1,2,3,9808.5,0,952.3
2,50,"Zaragoza",1,3,1,2,3,13026.6,0,952.3
2,50,"Zaragoza",1,2,1,2,1,9500.9,33.59,201.1
2,50,"Zaragoza",2,2,1,2,3,8832.8,0,201.1
2,50,"Zaragoza",1,3,1,2,3,2647.1,0,214.5
2,50,"Zaragoza",2,3,1,2,3,5855.2,0,214.5
2,50,"Zaragoza",2,2,1,3,1,17798.9,31.56,214.5
2,50,"Zaragoza",1,2,1,2,1,16570.2,37.05,214.5
2,50,"Zaragoza",2,4,1,2,3,19783.6,0,708.5
2,50,"Zaragoza",1,4,1,1,3,11014.7,0,708.5
2,50,"Zaragoza",1,2,1,2,1,11732.8,36.71,374.3
2,50,"Zaragoza",2,2,1,2,1,26564.3,33.16,374.3
2,50,"Zaragoza",1,1,1,2,1,7247.3,33.96,374.3
2,50,"Zaragoza",1,4,1,1,3,13058,0,708.5
2,50,"Zaragoza",2,4,1,1,3,20484,0,708.5
2,50,"Zaragoza",2,2,1,3,1,33549.2,36.5,516.7
2,50,"Zaragoza",1,2,1,3,1,16478.4,31.74,516.7
2,50,"Zaragoza",1,4,1,1,3,6956.6,0,209
2,50,"Zaragoza",1,2,1,3,1,26969.1,37.15,1795.9
2,50,"Zaragoza",2,2,1,2,3,16211.6,0,1795.9
2,50,"Zaragoza",1,2,1,1,1,6503.2,37.68,116.7
2,50,"Zaragoza",2,2,1,1,3,11270,0,116.7
2,50,"Zaragoza",2,2,1,2,1,18579.6,31.06,2456.5
2,50,"Zaragoza",1,2,1,2,1,18270.8,34.9,2456.5
2,50,"Zaragoza",1,2,1,2,1,11961.2,37.47,1069.8
2,50,"Zaragoza",2,2,1,2,2,17495,0,1069.8
2,50,"Zaragoza",2,1,1,2,3,6212.4,0,1069.8
2,50,"Zaragoza",1,3,1,1,3,6194.9,0,329.6
2,50,"Zaragoza",1,2,1,2,2,4028.9,0,329.6
2,50,"Zaragoza",2,2,1,2,2,11930.8,0,672.5
2,50,"Zaragoza",1,2,1,2,1,8441.4,28.7,672.5
2,50,"Zaragoza",2,1,1,2,2,7084.9,0,672.5
2,50,"Zaragoza",2,3,1,1,3,21244.3,0,305.1
2,50,"Zaragoza",1,3,1,2,1,6498.6,38.67,244.9
2,50,"Zaragoza",2,3,1,2,1,25570.9,32.49,244.9
2,50,"Zaragoza",1,2,1,2,1,13829.6,30.46,244.9
2,50,"Zaragoza",1,4,1,1,3,12792.5,0,244.9
2,50,"Zaragoza",1,2,1,2,1,10416.6,35.72,587.5
2,50,"Zaragoza",2,2,1,2,3,14942.1,0,587.5
2,50,"Zaragoza",2,3,1,2,3,8718.2,0,243.3
2,50,"Zaragoza",1,3,1,2,1,14250.1,32.51,243.3
2,50,"Zaragoza",1,2,1,2,1,8764.9,35.16,587.5
2,50,"Zaragoza",2,2,1,2,1,21884.5,31.59,587.5
2,50,"Zaragoza",1,2,1,2,1,6134.8,34.41,538.2
2,50,"Zaragoza",2,2,1,3,1,27726,35.26,538.2
2,50,"Zaragoza",1,1,1,2,1,19201.6,36.34,538.2
2,50,"Zaragoza",1,1,1,2,3,2155.2,0,538.2
2,50,"Zaragoza",1,2,1,3,1,14939.2,38.34,1264
2,50,"Zaragoza",2,2,1,3,1,19974.5,32.28,1264
2,50,"Zaragoza",2,1,1,3,3,22584.9,0,1264
2,50,"Zaragoza",1,3,1,2,1,20963.1,37.61,2578.2
2,50,"Zaragoza",2,3,1,2,1,11906,35.41,2578.2
2,50,"Zaragoza",2,1,1,3,3,5914.5,0,2578.2
2,50,"Zaragoza",2,2,1,3,1,15567.3,30.97,2578.2
2,50,"Zaragoza",1,3,1,2,1,15645.1,33.23,341.4
2,50,"Zaragoza",2,2,2,1,3,10823,0,341.4
2,50,"Zaragoza",1,1,2,2,3,14127,0,341.4
2,50,"Zaragoza",2,1,1,2,3,14348.7,0,341.4
2,50,"Zaragoza",1,3,1,1,3,8615.4,0,442.6
2,50,"Zaragoza",2,3,1,1,3,14365.6,0,442.6
2,50,"Zaragoza",1,2,1,1,1,16800.5,28.44,442.6
2,50,"Zaragoza",1,4,1,1,3,11577.9,0,400.8
2,50,"Zaragoza",2,3,1,1,3,12262.1,0,400.8
2,50,"Zaragoza",1,4,1,2,3,12079.7,0,400.8
2,50,"Zaragoza",2,3,1,1,1,20210,34.18,400.8
2,50,"Zaragoza",1,2,1,2,1,11602.3,37.58,1341.9
2,50,"Zaragoza",2,2,1,2,1,7162.2,34.72,1341.9
2,50,"Zaragoza",1,1,1,1,3,5905,0,1341.9
2,50,"Zaragoza",1,2,1,2,1,9818.8,29.51,686.7
2,50,"Zaragoza",2,2,1,2,1,11303.8,37.17,686.7
2,50,"Zaragoza",1,4,1,1,3,23758.6,0,686.7
2,50,"Zaragoza",2,2,1,2,3,11444.8,0,198.8
2,50,"Zaragoza",1,3,1,1,1,17406.8,39.17,198.8
2,50,"Zaragoza",2,3,1,1,3,7611.3,0,198.8
2,50,"Zaragoza",2,2,1,3,1,16518.6,28.84,198.8
2,50,"Zaragoza",2,4,1,1,3,13023.5,0,955.7
2,50,"Zaragoza",1,4,1,1,3,9841,0,1130.9
2,50,"Zaragoza",2,3,1,1,1,21949,29.47,1130.9
2,50,"Zaragoza",2,4,2,1,3,16294.6,0,1130.9
2,50,"Zaragoza",2,4,2,1,3,17942.9,0,1065.2
2,50,"Zaragoza",1,4,1,1,3,11426.2,0,593.4
2,50,"Zaragoza",2,4,1,1,3,9827.5,0,593.4
2,50,"Zaragoza",1,2,1,1,1,6488.3,37.27,611.5
2,50,"Zaragoza",2,2,1,2,3,10020.9,0,611.5
2,50,"Zaragoza",2,2,1,3,1,22037.5,34.67,387.2
2,50,"Zaragoza",1,4,1,3,3,12048.3,0,286.6
2,50,"Zaragoza",2,4,1,3,3,23071.5,0,1577.1
2,50,"Zaragoza",1,2,1,2,1,6296.6,34.06,1157.7
2,50,"Zaragoza",2,2,1,2,1,23415.9,33.23,1157.7
2,50,"Zaragoza",1,3,1,2,1,14344.9,32.69,734.4
2,50,"Zaragoza",2,2,1,3,1,58470.4,32.56,734.4
2,50,"Zaragoza",2,2,1,3,1,16771.7,30.75,1489.9
2,50,"Zaragoza",1,4,1,2,3,17030.8,0,1489.9
2,50,"Zaragoza",2,4,1,1,3,9641.7,0,1489.9
2,50,"Zaragoza",2,2,1,3,1,10992.6,33.32,276.8
2,50,"Zaragoza",2,2,1,2,1,19208.9,29.49,1023.4
2,50,"Zaragoza",1,2,1,2,1,10266.3,32.87,1023.4
2,50,"Zaragoza",2,4,1,1,3,8214.8,0,1394.1
2,50,"Zaragoza",2,3,1,3,1,15497.6,37.26,226.6
2,50,"Zaragoza",2,3,1,2,1,20809.6,28.76,149.8
2,50,"Zaragoza",1,3,1,3,1,21639.3,32.28,458.6
2,50,"Zaragoza",2,3,1,2,3,23691,0,458.6
2,50,"Zaragoza",1,2,1,3,1,18847.9,28.45,458.6
2,50,"Zaragoza",2,4,1,1,3,12888.6,0,458.6
2,50,"Zaragoza",2,3,1,3,1,11490,34.8,750.4
2,50,"Zaragoza",2,2,1,2,1,17571,37.18,750.4
2,50,"Zaragoza",1,2,1,3,1,15123.3,30.7,750.4
2,50,"Zaragoza",1,3,1,3,1,21396.8,31.98,750.4
2,50,"Zaragoza",2,3,1,2,3,8136.5,0,419.4
2,50,"Zaragoza",1,4,1,1,3,5023.8,0,866.7
2,50,"Zaragoza",2,4,1,1,3,7949.8,0,866.7
2,50,"Zaragoza",1,2,1,2,1,16352.8,31.32,1706.3
2,50,"Zaragoza",2,2,1,2,1,10345.1,31.81,1706.3
2,50,"Zaragoza",1,4,1,2,3,10547.9,0,926.8
2,50,"Zaragoza",2,4,1,2,3,12672.9,0,926.8
2,50,"Zaragoza",2,3,1,3,3,30101.5,0,624.2
2,50,"Zaragoza",2,4,1,1,3,11088.8,0,624.2
2,50,"Zaragoza",1,4,2,1,3,4657.5,0,793.8
2,50,"Zaragoza",2,4,1,1,3,14707.3,0,793.8
2,50,"Zaragoza",1,3,1,3,3,15424.3,0,2604.9
2,50,"Zaragoza",2,3,1,3,3,15542.9,0,2604.9
2,50,"Zaragoza",2,2,1,3,1,9438.3,34.51,2604.9
2,50,"Zaragoza",2,2,1,2,3,7284.1,0,1104.5
2,50,"Zaragoza",1,2,1,2,1,11435.6,32.21,1104.5
2,50,"Zaragoza",1,4,1,1,3,11258.4,0,216.2
2,50,"Zaragoza",1,3,1,2,1,31933.1,33.83,424.4
2,50,"Zaragoza",2,2,1,3,1,20418.5,30.58,424.4
2,50,"Zaragoza",1,4,1,3,3,20238.2,0,256.4
2,50,"Zaragoza",2,3,2,1,1,9696.6,32.1,256.4
2,50,"Zaragoza",2,4,2,1,3,4537.2,0,1125.9
2,50,"Zaragoza",2,4,2,2,3,10209.3,0,1125.9
2,50,"Zaragoza",2,4,2,1,3,8570.8,0,1125.9
2,50,"Zaragoza",1,4,1,1,3,5919.1,0,1125.9
2,50,"Zaragoza",2,4,1,1,3,26066.1,0,1605.3
2,50,"Zaragoza",1,4,1,1,3,10467.3,0,1605.3
2,50,"Zaragoza",1,2,1,2,1,6602.6,33.28,1605.3
2,50,"Zaragoza",2,4,1,2,1,41745.4,36.37,743.1
2,50,"Zaragoza",1,4,1,1,3,9051.9,0,743.1
2,50,"Zaragoza",1,2,1,2,2,22411.4,0,51.7
2,50,"Zaragoza",2,2,1,2,1,8377,34.96,51.7
2,50,"Zaragoza",1,2,1,2,1,12292.9,31.35,51.7
2,50,"Zaragoza",1,3,1,3,1,21599.3,33.35,496.4
2,50,"Zaragoza",2,3,1,3,1,26260.8,36.53,496.4
2,50,"Zaragoza",2,2,1,3,1,19039.9,34.47,496.4
2,50,"Zaragoza",1,1,1,3,3,19763.1,0,496.4
2,50,"Zaragoza",1,4,1,3,3,9113.6,0,255.9
2,50,"Zaragoza",2,4,1,1,3,14038,0,786
2,50,"Zaragoza",1,4,1,1,3,7333.8,0,786
2,50,"Zaragoza",1,3,1,1,3,7925.9,0,662.2
2,50,"Zaragoza",2,3,1,1,3,28900.2,0,662.2
2,50,"Zaragoza",1,2,1,3,1,24394.6,35.31,662.2
2,50,"Zaragoza",2,3,1,1,3,9270.4,0,2025.2
2,50,"Zaragoza",1,3,1,1,3,8385.6,0,2025.2
2,50,"Zaragoza",2,1,1,3,3,18518.7,0,2025.2
2,50,"Zaragoza",1,3,2,1,1,8343.8,35,172.6
2,50,"Zaragoza",1,3,1,1,1,11771.4,33.83,172.6
2,50,"Zaragoza",2,3,1,1,3,14252.2,0,172.6
2,50,"Zaragoza",1,1,1,3,3,19567.1,0,172.6
2,50,"Zaragoza",1,3,1,3,3,55346.9,0,841.3
2,50,"Zaragoza",2,3,1,2,3,37465.2,0,841.3
2,50,"Zaragoza",1,2,1,3,1,26333.9,29.47,841.3
2,50,"Zaragoza",1,3,1,1,3,211.8,0,454.5
2,50,"Zaragoza",1,2,1,3,1,38569.4,32.49,454.5
2,50,"Zaragoza",2,4,1,1,3,24152.6,0,1411.1
2,50,"Zaragoza",2,2,2,2,1,15627.4,35.65,545.1
2,50,"Zaragoza",1,4,1,2,3,14581.8,0,509.1
2,50,"Zaragoza",2,3,1,2,3,15289.1,0,509.1
2,50,"Zaragoza",2,4,1,1,3,19651.6,0,1324.4
2,50,"Zaragoza",1,4,2,1,3,8883,0,822.3
2,50,"Zaragoza",2,4,1,1,3,3594.1,0,822.3
2,50,"Zaragoza",2,2,1,3,3,15938.7,0,314.8
2,50,"Zaragoza",1,2,1,3,1,19232.8,35.83,314.8
2,50,"Zaragoza",1,1,1,2,3,32319.7,0,314.8
2,50,"Zaragoza",1,2,1,3,1,18364.8,38.12,569.7
2,50,"Zaragoza",2,2,1,3,1,43397.3,33.69,569.7
2,50,"Zaragoza",1,2,1,3,2,24056.4,0,569.7
2,50,"Zaragoza",1,3,1,3,3,22072.8,0,917.9
2,50,"Zaragoza",2,2,1,3,1,27621.9,32.22,917.9
2,50,"Zaragoza",1,1,1,2,3,8688.3,0,917.9
2,50,"Zaragoza",1,2,2,1,1,10011.6,30.63,185
2,50,"Zaragoza",2,2,2,1,1,22707.7,30.02,185
2,50,"Zaragoza",1,1,1,3,1,10998.2,37.45,185
2,50,"Zaragoza",1,1,1,2,1,6802.3,31.4,185
2,50,"Zaragoza",1,4,1,1,3,7619.4,0,882.4
2,50,"Zaragoza",2,4,1,1,3,15805.8,0,882.4
2,50,"Zaragoza",1,3,1,3,3,29816.8,0,545.6
2,50,"Zaragoza",2,3,1,1,3,12779.9,0,545.6
2,50,"Zaragoza",1,2,2,2,1,15126,34.51,545.6
2,50,"Zaragoza",2,4,2,2,3,16479.8,0,1265.4
2,50,"Zaragoza",1,2,1,1,1,8906.8,37.02,1932.1
2,50,"Zaragoza",2,2,1,1,1,9541.2,32.79,1932.1
2,50,"Zaragoza",1,2,1,1,1,15399.4,33.74,1085.8
2,50,"Zaragoza",2,2,1,2,1,17074.8,33.3,1085.8
2,50,"Zaragoza",1,1,2,2,3,8648.7,0,1085.8
2,50,"Zaragoza",1,2,2,2,1,28002.6,28.35,937.9
2,50,"Zaragoza",2,2,1,1,1,25139.4,33.11,937.9
2,50,"Zaragoza",2,1,1,2,3,13285.8,0,937.9
2,50,"Zaragoza",2,1,1,2,3,3564.8,0,937.9
2,50,"Zaragoza",2,2,1,3,3,8012.2,0,809.6
2,50,"Zaragoza",1,2,1,2,1,8563.1,33.84,809.6
2,50,"Zaragoza",1,2,1,2,1,11926.9,35.81,666
2,50,"Zaragoza",2,2,1,2,1,12981.7,34.85,666
2,50,"Zaragoza",1,3,1,3,1,20762.8,35.38,958.6
2,50,"Zaragoza",2,2,1,3,1,9593.8,34.25,958.6
2,50,"Zaragoza",2,1,1,2,3,8000,0,958.6
2,50,"Zaragoza",1,2,1,2,1,24482.7,34.39,415.9
2,50,"Zaragoza",1,3,1,1,1,22469.5,33.84,668.2
2,50,"Zaragoza",2,2,1,1,1,12214.6,29.34,668.2
2,50,"Zaragoza",1,4,1,3,3,13851.7,0,799.2
2,50,"Zaragoza",2,4,1,1,3,12389,0,799.2
2,50,"Zaragoza",2,3,1,2,1,8580,31.1,1514.3
2,50,"Zaragoza",1,2,1,3,1,19476.3,39.59,1514.3
2,50,"Zaragoza",2,1,1,2,3,17000,0,1514.3
2,50,"Zaragoza",1,2,1,2,1,17604.1,32.8,2240.5
2,50,"Zaragoza",2,2,1,3,3,16157.8,0,2240.5
2,50,"Zaragoza",1,3,1,3,3,12194,0,338.5
2,50,"Zaragoza",2,3,1,3,1,30201.4,40.35,338.5
2,50,"Zaragoza",2,4,1,1,3,9361.3,0,1287.3
2,50,"Zaragoza",1,2,1,3,1,23826.1,35.72,3017.5
2,50,"Zaragoza",2,2,1,2,1,17966.1,30.82,3017.5
2,50,"Zaragoza",1,2,1,2,1,8837.8,33.78,182.4
2,50,"Zaragoza",2,2,1,1,3,17996.9,0,182.4
2,50,"Zaragoza",1,1,1,3,3,13166.9,0,182.4
2,50,"Zaragoza",1,1,1,3,3,11515.8,0,182.4
2,50,"Zaragoza",1,3,1,2,1,16836.1,38.4,1755.3
2,50,"Zaragoza",2,3,1,2,3,37968.5,0,1755.3
2,50,"Zaragoza",2,1,1,2,3,8546.4,0,1755.3
2,50,"Zaragoza",1,2,1,2,1,21634.6,39.32,1104.4
2,50,"Zaragoza",2,3,1,1,3,17496.8,0,1387.8
2,50,"Zaragoza",2,2,1,2,1,12977,35.08,1387.8
2,50,"Zaragoza",1,1,1,2,1,7106.8,30.09,1387.8
2,50,"Zaragoza",1,2,1,2,1,7941.8,31.19,3017.5
2,50,"Zaragoza",2,2,1,2,1,18813,33.5,3017.5
2,50,"Zaragoza",1,3,1,2,1,20605.7,35.56,1213.1
2,50,"Zaragoza",2,3,1,1,1,9095,33.22,1213.1
2,50,"Zaragoza",2,2,1,2,1,22848.6,35.8,2206.1
2,50,"Zaragoza",1,2,1,2,1,11760.6,28.79,2206.1
2,50,"Zaragoza",1,2,1,2,2,19321.6,0,124.4
2,50,"Zaragoza",2,2,1,2,1,19924.8,37.21,124.4
2,50,"Zaragoza",2,3,1,1,3,13042.5,0,246.5
2,50,"Zaragoza",1,3,1,1,1,19618.2,42.01,246.5
